image_path,label
/kaggle/working/datasets1/paper/paper_93.jpg,paper
/kaggle/working/datasets1/brown-glass/brown-glass_381.jpg,brown-glass
/kaggle/working/datasets1/cardboard/cardboard_882.jpg,cardboard
/kaggle/working/datasets1/cardboard/cardboard_362.jpg,cardboard
/kaggle/working/datasets1/paper/paper_228.jpg,paper
/kaggle/working/datasets1/trash/trash_545.jpg,trash
/kaggle/working/datasets1/brown-glass/brown-glass_372.jpg,brown-glass
/kaggle/working/datasets1/clothes/clothes_3618.jpg,clothes
/kaggle/working/datasets1/biological/biological_743.jpg,biological
/kaggle/working/datasets1/clothes/clothes_4488.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2092.jpg,clothes
/kaggle/working/datasets1/trash/trash_164.jpg,trash
/kaggle/working/datasets1/clothes/clothes_4799.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1465.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_341.jpg,white-glass
/kaggle/working/datasets1/trash/trash_150.jpg,trash
/kaggle/working/datasets1/paper/paper_49.jpg,paper
/kaggle/working/datasets1/clothes/clothes_653.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_425.jpg,cardboard
/kaggle/working/datasets1/shoes/shoes_1302.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_170.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_1089.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_911.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_585.jpg,shoes
/kaggle/working/datasets1/battery/battery_487.jpg,battery
/kaggle/working/datasets1/paper/paper_585.jpg,paper
/kaggle/working/datasets1/biological/biological_917.jpg,biological
/kaggle/working/datasets1/shoes/shoes_372.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_1975.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4204.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2216.jpg,clothes
/kaggle/working/datasets1/biological/biological_651.jpg,biological
/kaggle/working/datasets1/clothes/clothes_4973.jpg,clothes
/kaggle/working/datasets1/trash/trash_294.jpg,trash
/kaggle/working/datasets1/clothes/clothes_3944.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_523.jpg,cardboard
/kaggle/working/datasets1/cardboard/cardboard_175.jpg,cardboard
/kaggle/working/datasets1/shoes/shoes_1939.jpg,shoes
/kaggle/working/datasets1/biological/biological_834.jpg,biological
/kaggle/working/datasets1/shoes/shoes_1561.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_2158.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_97.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4512.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1959.jpg,shoes
/kaggle/working/datasets1/paper/paper_138.jpg,paper
/kaggle/working/datasets1/clothes/clothes_2926.jpg,clothes
/kaggle/working/datasets1/trash/trash_298.jpg,trash
/kaggle/working/datasets1/shoes/shoes_224.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_4430.jpg,clothes
/kaggle/working/datasets1/biological/biological_561.jpg,biological
/kaggle/working/datasets1/metal/metal_307.jpg,metal
/kaggle/working/datasets1/clothes/clothes_217.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_577.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_1666.jpg,clothes
/kaggle/working/datasets1/green-glass/green-glass_238.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_636.jpg,shoes
/kaggle/working/datasets1/battery/battery_908.jpg,battery
/kaggle/working/datasets1/white-glass/white-glass_515.jpg,white-glass
/kaggle/working/datasets1/plastic/plastic_474.jpg,plastic
/kaggle/working/datasets1/trash/trash_548.jpg,trash
/kaggle/working/datasets1/clothes/clothes_3795.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1717.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1446.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_1972.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_438.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_1835.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1420.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_3250.jpg,clothes
/kaggle/working/datasets1/battery/battery_336.jpg,battery
/kaggle/working/datasets1/biological/biological_816.jpg,biological
/kaggle/working/datasets1/brown-glass/brown-glass_78.jpg,brown-glass
/kaggle/working/datasets1/biological/biological_66.jpg,biological
/kaggle/working/datasets1/shoes/shoes_408.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_302.jpg,clothes
/kaggle/working/datasets1/plastic/plastic_741.jpg,plastic
/kaggle/working/datasets1/shoes/shoes_1762.jpg,shoes
/kaggle/working/datasets1/plastic/plastic_739.jpg,plastic
/kaggle/working/datasets1/brown-glass/brown-glass_455.jpg,brown-glass
/kaggle/working/datasets1/shoes/shoes_975.jpg,shoes
/kaggle/working/datasets1/cardboard/cardboard_233.jpg,cardboard
/kaggle/working/datasets1/paper/paper_135.jpg,paper
/kaggle/working/datasets1/plastic/plastic_638.jpg,plastic
/kaggle/working/datasets1/green-glass/green-glass_198.jpg,green-glass
/kaggle/working/datasets1/battery/battery_629.jpg,battery
/kaggle/working/datasets1/shoes/shoes_1220.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_3455.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2057.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_383.jpg,shoes
/kaggle/working/datasets1/biological/biological_728.jpg,biological
/kaggle/working/datasets1/shoes/shoes_1769.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_1467.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_2292.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_680.jpg,cardboard
/kaggle/working/datasets1/battery/battery_81.jpg,battery
/kaggle/working/datasets1/shoes/shoes_1124.jpg,shoes
/kaggle/working/datasets1/plastic/plastic_547.jpg,plastic
/kaggle/working/datasets1/green-glass/green-glass_467.jpg,green-glass
/kaggle/working/datasets1/biological/biological_31.jpg,biological
/kaggle/working/datasets1/shoes/shoes_1149.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_5063.jpg,clothes
/kaggle/working/datasets1/trash/trash_594.jpg,trash
/kaggle/working/datasets1/metal/metal_559.jpg,metal
/kaggle/working/datasets1/white-glass/white-glass_767.jpg,white-glass
/kaggle/working/datasets1/shoes/shoes_142.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_606.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_3844.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_675.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_2695.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1246.jpg,clothes
/kaggle/working/datasets1/plastic/plastic_295.jpg,plastic
/kaggle/working/datasets1/plastic/plastic_621.jpg,plastic
/kaggle/working/datasets1/plastic/plastic_679.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_4280.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_868.jpg,clothes
/kaggle/working/datasets1/battery/battery_935.jpg,battery
/kaggle/working/datasets1/green-glass/green-glass_202.jpg,green-glass
/kaggle/working/datasets1/white-glass/white-glass_327.jpg,white-glass
/kaggle/working/datasets1/shoes/shoes_1016.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_475.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_1814.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_896.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4597.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_772.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_839.jpg,shoes
/kaggle/working/datasets1/white-glass/white-glass_546.jpg,white-glass
/kaggle/working/datasets1/shoes/shoes_633.jpg,shoes
/kaggle/working/datasets1/brown-glass/brown-glass_347.jpg,brown-glass
/kaggle/working/datasets1/brown-glass/brown-glass_169.jpg,brown-glass
/kaggle/working/datasets1/paper/paper_443.jpg,paper
/kaggle/working/datasets1/white-glass/white-glass_323.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_2034.jpg,clothes
/kaggle/working/datasets1/metal/metal_20.jpg,metal
/kaggle/working/datasets1/clothes/clothes_4752.jpg,clothes
/kaggle/working/datasets1/battery/battery_65.jpg,battery
/kaggle/working/datasets1/trash/trash_679.jpg,trash
/kaggle/working/datasets1/clothes/clothes_579.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_313.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_3694.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5012.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4889.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5215.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1711.jpg,shoes
/kaggle/working/datasets1/metal/metal_392.jpg,metal
/kaggle/working/datasets1/trash/trash_620.jpg,trash
/kaggle/working/datasets1/clothes/clothes_160.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_3938.jpg,clothes
/kaggle/working/datasets1/paper/paper_667.jpg,paper
/kaggle/working/datasets1/trash/trash_129.jpg,trash
/kaggle/working/datasets1/green-glass/green-glass_40.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_1333.jpg,shoes
/kaggle/working/datasets1/trash/trash_157.jpg,trash
/kaggle/working/datasets1/cardboard/cardboard_302.jpg,cardboard
/kaggle/working/datasets1/shoes/shoes_1671.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_1253.jpg,shoes
/kaggle/working/datasets1/white-glass/white-glass_177.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_1935.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1.jpg,shoes
/kaggle/working/datasets1/biological/biological_163.jpg,biological
/kaggle/working/datasets1/paper/paper_47.jpg,paper
/kaggle/working/datasets1/trash/trash_558.jpg,trash
/kaggle/working/datasets1/clothes/clothes_5264.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1378.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_418.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_2322.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_3723.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_328.jpg,shoes
/kaggle/working/datasets1/battery/battery_348.jpg,battery
/kaggle/working/datasets1/clothes/clothes_2835.jpg,clothes
/kaggle/working/datasets1/battery/battery_739.jpg,battery
/kaggle/working/datasets1/biological/biological_100.jpg,biological
/kaggle/working/datasets1/green-glass/green-glass_285.jpg,green-glass
/kaggle/working/datasets1/metal/metal_59.jpg,metal
/kaggle/working/datasets1/clothes/clothes_4809.jpg,clothes
/kaggle/working/datasets1/green-glass/green-glass_345.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_3824.jpg,clothes
/kaggle/working/datasets1/biological/biological_781.jpg,biological
/kaggle/working/datasets1/paper/paper_35.jpg,paper
/kaggle/working/datasets1/white-glass/white-glass_591.jpg,white-glass
/kaggle/working/datasets1/white-glass/white-glass_59.jpg,white-glass
/kaggle/working/datasets1/green-glass/green-glass_395.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_695.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_1537.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_427.jpg,clothes
/kaggle/working/datasets1/battery/battery_57.jpg,battery
/kaggle/working/datasets1/green-glass/green-glass_183.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_451.jpg,shoes
/kaggle/working/datasets1/paper/paper_396.jpg,paper
/kaggle/working/datasets1/clothes/clothes_2670.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_724.jpg,cardboard
/kaggle/working/datasets1/metal/metal_286.jpg,metal
/kaggle/working/datasets1/paper/paper_13.jpg,paper
/kaggle/working/datasets1/green-glass/green-glass_379.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_2921.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1279.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_637.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_409.jpg,shoes
/kaggle/working/datasets1/metal/metal_486.jpg,metal
/kaggle/working/datasets1/white-glass/white-glass_576.jpg,white-glass
/kaggle/working/datasets1/plastic/plastic_497.jpg,plastic
/kaggle/working/datasets1/battery/battery_623.jpg,battery
/kaggle/working/datasets1/clothes/clothes_3151.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1601.jpg,clothes
/kaggle/working/datasets1/plastic/plastic_729.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_2146.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1294.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_3098.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4335.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5102.jpg,clothes
/kaggle/working/datasets1/battery/battery_39.jpg,battery
/kaggle/working/datasets1/plastic/plastic_373.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_2004.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5139.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_558.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_506.jpg,clothes
/kaggle/working/datasets1/metal/metal_527.jpg,metal
/kaggle/working/datasets1/clothes/clothes_1574.jpg,clothes
/kaggle/working/datasets1/paper/paper_318.jpg,paper
/kaggle/working/datasets1/clothes/clothes_1803.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_865.jpg,cardboard
/kaggle/working/datasets1/metal/metal_610.jpg,metal
/kaggle/working/datasets1/metal/metal_494.jpg,metal
/kaggle/working/datasets1/cardboard/cardboard_235.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_1194.jpg,clothes
/kaggle/working/datasets1/plastic/plastic_644.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_1690.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_3067.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_341.jpg,cardboard
/kaggle/working/datasets1/clothes/clothes_2635.jpg,clothes
/kaggle/working/datasets1/battery/battery_509.jpg,battery
/kaggle/working/datasets1/cardboard/cardboard_331.jpg,cardboard
/kaggle/working/datasets1/shoes/shoes_1842.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_168.jpg,clothes
/kaggle/working/datasets1/biological/biological_248.jpg,biological
/kaggle/working/datasets1/biological/biological_445.jpg,biological
/kaggle/working/datasets1/clothes/clothes_4517.jpg,clothes
/kaggle/working/datasets1/metal/metal_410.jpg,metal
/kaggle/working/datasets1/white-glass/white-glass_137.jpg,white-glass
/kaggle/working/datasets1/shoes/shoes_935.jpg,shoes
/kaggle/working/datasets1/white-glass/white-glass_29.jpg,white-glass
/kaggle/working/datasets1/plastic/plastic_418.jpg,plastic
/kaggle/working/datasets1/shoes/shoes_1803.jpg,shoes
/kaggle/working/datasets1/paper/paper_793.jpg,paper
/kaggle/working/datasets1/clothes/clothes_209.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_4473.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_47.jpg,clothes
/kaggle/working/datasets1/battery/battery_318.jpg,battery
/kaggle/working/datasets1/shoes/shoes_817.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_486.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_1126.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5116.jpg,clothes
/kaggle/working/datasets1/green-glass/green-glass_578.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_4950.jpg,clothes
/kaggle/working/datasets1/green-glass/green-glass_505.jpg,green-glass
/kaggle/working/datasets1/shoes/shoes_1325.jpg,shoes
/kaggle/working/datasets1/plastic/plastic_459.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_1083.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1505.jpg,clothes
/kaggle/working/datasets1/metal/metal_397.jpg,metal
/kaggle/working/datasets1/biological/biological_463.jpg,biological
/kaggle/working/datasets1/clothes/clothes_4638.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1459.jpg,shoes
/kaggle/working/datasets1/metal/metal_518.jpg,metal
/kaggle/working/datasets1/battery/battery_235.jpg,battery
/kaggle/working/datasets1/clothes/clothes_2272.jpg,clothes
/kaggle/working/datasets1/biological/biological_109.jpg,biological
/kaggle/working/datasets1/white-glass/white-glass_285.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_636.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2580.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_33.jpg,cardboard
/kaggle/working/datasets1/trash/trash_200.jpg,trash
/kaggle/working/datasets1/plastic/plastic_443.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_3227.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1218.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_396.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_1603.jpg,clothes
/kaggle/working/datasets1/biological/biological_116.jpg,biological
/kaggle/working/datasets1/shoes/shoes_1746.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_266.jpg,green-glass
/kaggle/working/datasets1/metal/metal_582.jpg,metal
/kaggle/working/datasets1/white-glass/white-glass_619.jpg,white-glass
/kaggle/working/datasets1/clothes/clothes_5229.jpg,clothes
/kaggle/working/datasets1/cardboard/cardboard_185.jpg,cardboard
/kaggle/working/datasets1/shoes/shoes_986.jpg,shoes
/kaggle/working/datasets1/battery/battery_697.jpg,battery
/kaggle/working/datasets1/battery/battery_523.jpg,battery
/kaggle/working/datasets1/plastic/plastic_637.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_5225.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1033.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_1415.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_710.jpg,white-glass
/kaggle/working/datasets1/plastic/plastic_737.jpg,plastic
/kaggle/working/datasets1/trash/trash_506.jpg,trash
/kaggle/working/datasets1/clothes/clothes_2388.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_378.jpg,white-glass
/kaggle/working/datasets1/plastic/plastic_3.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_240.jpg,clothes
/kaggle/working/datasets1/battery/battery_166.jpg,battery
/kaggle/working/datasets1/clothes/clothes_4657.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_600.jpg,shoes
/kaggle/working/datasets1/paper/paper_414.jpg,paper
/kaggle/working/datasets1/clothes/clothes_3069.jpg,clothes
/kaggle/working/datasets1/trash/trash_458.jpg,trash
/kaggle/working/datasets1/green-glass/green-glass_270.jpg,green-glass
/kaggle/working/datasets1/paper/paper_842.jpg,paper
/kaggle/working/datasets1/biological/biological_575.jpg,biological
/kaggle/working/datasets1/metal/metal_277.jpg,metal
/kaggle/working/datasets1/plastic/plastic_499.jpg,plastic
/kaggle/working/datasets1/shoes/shoes_1404.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_527.jpg,green-glass
/kaggle/working/datasets1/paper/paper_592.jpg,paper
/kaggle/working/datasets1/shoes/shoes_1293.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_5142.jpg,clothes
/kaggle/working/datasets1/paper/paper_721.jpg,paper
/kaggle/working/datasets1/clothes/clothes_3349.jpg,clothes
/kaggle/working/datasets1/white-glass/white-glass_398.jpg,white-glass
/kaggle/working/datasets1/biological/biological_889.jpg,biological
/kaggle/working/datasets1/brown-glass/brown-glass_550.jpg,brown-glass
/kaggle/working/datasets1/clothes/clothes_5064.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2321.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2064.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_538.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2663.jpg,clothes
/kaggle/working/datasets1/battery/battery_226.jpg,battery
/kaggle/working/datasets1/clothes/clothes_376.jpg,clothes
/kaggle/working/datasets1/metal/metal_249.jpg,metal
/kaggle/working/datasets1/plastic/plastic_104.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_2782.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_5088.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_2712.jpg,clothes
/kaggle/working/datasets1/plastic/plastic_674.jpg,plastic
/kaggle/working/datasets1/clothes/clothes_1061.jpg,clothes
/kaggle/working/datasets1/battery/battery_200.jpg,battery
/kaggle/working/datasets1/shoes/shoes_702.jpg,shoes
/kaggle/working/datasets1/green-glass/green-glass_195.jpg,green-glass
/kaggle/working/datasets1/trash/trash_451.jpg,trash
/kaggle/working/datasets1/biological/biological_753.jpg,biological
/kaggle/working/datasets1/clothes/clothes_1019.jpg,clothes
/kaggle/working/datasets1/shoes/shoes_1132.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_4213.jpg,clothes
/kaggle/working/datasets1/battery/battery_373.jpg,battery
/kaggle/working/datasets1/paper/paper_204.jpg,paper
/kaggle/working/datasets1/clothes/clothes_4644.jpg,clothes
/kaggle/working/datasets1/paper/paper_469.jpg,paper
/kaggle/working/datasets1/green-glass/green-glass_11.jpg,green-glass
/kaggle/working/datasets1/clothes/clothes_3022.jpg,clothes
/kaggle/working/datasets1/battery/battery_528.jpg,battery
/kaggle/working/datasets1/clothes/clothes_3976.jpg,clothes
/kaggle/working/datasets1/clothes/clothes_3768.jpg,clothes
/kaggle/working/datasets1/brown-glass/brown-glass_513.jpg,brown-glass
/kaggle/working/datasets1/metal/metal_293.jpg,metal
/kaggle/working/datasets1/clothes/clothes_2688.jpg,clothes
/kaggle/working/datasets1/paper/paper_676.jpg,paper
/kaggle/working/datasets1/shoes/shoes_1114.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_1799.jpg,clothes
/kaggle/working/datasets1/brown-glass/brown-glass_239.jpg,brown-glass
/kaggle/working/datasets1/shoes/shoes_400.jpg,shoes
/kaggle/working/datasets1/shoes/shoes_192.jpg,shoes
/kaggle/working/datasets1/clothes/clothes_1304.jpg,clothes
